Player,FPTS,ROST,Year,Week
Golden Tate (FA),3.1,0.0%,2017,4
Chris Conley (SF),3.1,0.1%,2017,4
T.Y. Hilton (FA),3.0,1.6%,2017,4
Julio Jones (FA),3.0,0.3%,2017,4
Emmanuel Sanders (FA),2.7,0.0%,2017,4
Josh Doctson (FA),2.7,0.0%,2017,4
Michael Campanaro (FA),2.5,0.0%,2017,4
Jeremy Maclin (FA),2.1,0.0%,2017,4
Travis Benjamin (FA),2.1,0.0%,2017,4
DeSean Jackson (FA),2.0,0.6%,2017,4
Marqise Lee (FA),1.8,0.0%,2017,4
Marquise Goodwin (FA),1.8,0.0%,2017,4
Zay Jones (ARI),1.8,1.8%,2017,4
Phillip Dorsett II (ATL),1.7,0.0%,2017,4
Jermaine Kearse (FA),1.7,0.0%,2017,4
Sammy Watkins (FA),1.7,0.0%,2017,4
Brandon LaFell (FA),1.7,0.0%,2017,4
Cole Beasley (FA),1.7,0.0%,2017,4
Robert Woods (HOU),1.7,0.7%,2017,4
Tyler Boyd (TEN),1.5,3.1%,2017,4
Russell Shepard (FA),1.3,0.0%,2017,4
Kenny Stills (FA),1.3,0.0%,2017,4
Eric Decker (FA),1.3,0.6%,2017,4
Damiere Byrd (FA),1.2,0.0%,2017,4
Chris Matthews (FA),1.2,0.0%,2017,4
Demaryius Thomas (FA),1.1,0.1%,2017,4
Amara Darboh (FA),1.0,0.0%,2017,4
Andre Holmes (FA),1.0,0.0%,2017,4
Keelan Cole Sr. (FA),1.0,0.0%,2017,4
Torrey Smith (FA),0.9,0.0%,2017,4
Amari Cooper (BUF),0.9,79.7%,2017,4
Mohamed Sanu Sr. (FA),0.7,0.0%,2017,4
Dontrelle Inman (FA),0.7,0.0%,2017,4
Taywan Taylor (FA),0.6,0.0%,2017,4
Breshad Perriman (FA),0.6,0.0%,2017,4
Justin Hunter (FA),0.5,0.0%,2017,4
Kamar Aiken (FA),0.4,0.0%,2017,4
Darrius Heyward-Bey (FA),0.3,0.0%,2017,4
Tommylee Lewis (FA),0.1,0.0%,2017,4
Nick Williams (FA),0.0,0.0%,2017,4
Brittan Golden (FA),0.0,0.0%,2017,4
Jared Abbrederis (FA),0.0,0.0%,2017,4
Ryan Davis (FA),0.0,0.0%,2017,4
De'Anthony Thomas (FA),0.0,0.0%,2017,4
Jeff Janis (FA),0.0,0.0%,2017,4
Jarius Wright (FA),0.0,0.0%,2017,4
Markus Wheaton (FA),0.0,0.0%,2017,4
James Wright (FA),0.0,0.0%,2017,4
Bernard Reedy (FA),0.0,0.0%,2017,4
Taylor Gabriel (FA),0.0,0.1%,2017,4
Eric Weems (FA),0.0,0.0%,2017,4
Dwayne Harris (FA),0.0,0.0%,2017,4
Arrelious Benn (FA),0.0,0.0%,2017,4
Andre Roberts (FA),0.0,0.0%,2017,4
Justin Hardee Sr. (TEN),0.0,0.0%,2017,4
Jamal Agnew (FA),0.0,0.0%,2017,4
Isaiah McKenzie (FA),0.0,0.0%,2017,4
Brendan Langley (FA),0.0,0.0%,2017,4
Chris Thompson (FA),0.0,0.0%,2017,4
Victor Bolden Jr. (FA),0.0,0.0%,2017,4
Laquon Treadwell (IND),0.0,0.0%,2017,4
Pharoh Cooper (FA),0.0,0.0%,2017,4
Rashard Higgins (FA),0.0,0.0%,2017,4
Leonte Carroo (FA),0.0,0.0%,2017,4
Jordan Leslie (FA),0.0,0.0%,2017,4
Demarcus Robinson (LAR),0.0,26.0%,2017,4
Jordan Taylor (FA),0.0,0.0%,2017,4
Vince Mayle (FA),0.0,0.0%,2017,4
Ty Montgomery II (FA),0.0,0.0%,2017,4
Kasen Williams (FA),0.0,0.0%,2017,4
Quan Bray (FA),0.0,0.0%,2017,4
Kaelin Clay (FA),0.0,0.0%,2017,4
Tanner McEvoy (FA),0.0,0.0%,2017,4
Jakeem Grant Sr. (FA),0.0,0.0%,2017,4
Mack Hollins (BUF),0.0,0.8%,2017,4
Krishawn Hogan (FA),0.0,0.0%,2017,4
Austin Carr (FA),0.0,0.0%,2017,4
Noah Brown (WAS),0.0,3.7%,2017,4
Chris Godwin (TB),0.0,36.7%,2017,4
ArDarius Stewart (FA),0.0,0.0%,2017,4
Chad Hansen (FA),0.0,0.0%,2017,4
Josh Reynolds (JAC),0.0,4.4%,2017,4
Marcus Johnson (FA),0.0,0.0%,2017,4
Roger Lewis (FA),0.0,0.0%,2017,4
Trevor Davis (FA),0.0,0.0%,2017,4
Geronimo Allison (FA),0.0,0.0%,2017,4
Cody Core (FA),0.0,0.0%,2017,4
Alex Erickson (FA),0.0,0.0%,2017,4
Max McCaffrey (FA),0.0,0.0%,2017,4
Jamison Crowder (WAS),-0.7,0.1%,2017,4
Ryan Switzer (FA),-1.7,0.0%,2017,4
DeAndre Hopkins (KC),23.2,81.1%,2017,5
A.J. Green (FA),22.9,0.6%,2017,5
Davante Adams (NYJ),18.6,98.9%,2017,5
William Fuller V (FA),18.2,0.0%,2017,5
T.Y. Hilton (FA),17.7,1.6%,2017,5
Odell Beckham Jr. (FA),16.5,2.6%,2017,5
Antonio Brown (FA),15.7,1.3%,2017,5
Nelson Agholor (BAL),15.3,0.4%,2017,5
Cole Beasley (FA),14.3,0.0%,2017,5
Michael Crabtree (FA),14.2,0.0%,2017,5
Chris Hogan (FA),13.4,0.0%,2017,5
Mike Wallace (FA),13.3,0.0%,2017,5
Torrey Smith (FA),12.7,0.0%,2017,5
Kelvin Benjamin (FA),11.8,0.1%,2017,5
Marquise Goodwin (FA),11.6,0.0%,2017,5
Devin Funchess (FA),11.3,0.0%,2017,5
Dez Bryant (FA),11.2,2.6%,2017,5
DeSean Jackson (FA),10.6,0.6%,2017,5
Jarvis Landry (FA),10.4,7.1%,2017,5
Jermaine Kearse (FA),9.8,0.0%,2017,5
Pierre Garcon (FA),9.4,0.0%,2017,5
Roger Lewis (FA),8.9,0.0%,2017,5
John Brown (FA),8.6,0.0%,2017,5
Brandin Cooks (DAL),8.5,25.4%,2017,5
Brandon Tate (FA),8.5,0.0%,2017,5
Jordy Nelson (FA),8.4,0.1%,2017,5
Tavon Austin (FA),8.1,0.1%,2017,5
Danny Amendola (FA),7.7,0.0%,2017,5
J.J. Nelson (FA),7.4,0.0%,2017,5
Robert Woods (HOU),7.4,0.7%,2017,5
Ricardo Louis (FA),7.1,0.0%,2017,5
De'Anthony Thomas (FA),7.0,0.0%,2017,5
Tyreek Hill (MIA),6.8,99.2%,2017,5
Keenan Allen (CHI),6.7,84.6%,2017,5
Vince Mayle (FA),6.2,0.0%,2017,5
JuJu Smith-Schuster (KC),5.8,3.8%,2017,5
Brice Butler (FA),5.7,0.0%,2017,5
Marvin Jones Jr. (FA),5.4,0.0%,2017,5
Adam Humphries (FA),5.1,0.0%,2017,5
Larry Fitzgerald (FA),5.1,0.2%,2017,5
Marqise Lee (FA),4.9,0.0%,2017,5
Mike Evans (TB),4.9,98.6%,2017,5
Golden Tate (FA),4.8,0.0%,2017,5
Kendall Wright (FA),4.6,0.0%,2017,5
Chris Conley (SF),4.6,0.1%,2017,5
Adam Thielen (CAR),4.5,70.1%,2017,5
Cooper Kupp (LAR),4.4,96.0%,2017,5
Jeremy Maclin (FA),4.3,0.0%,2017,5
Jaron Brown (FA),3.9,0.0%,2017,5
Jeremy Kerley (FA),3.9,0.0%,2017,5
Jared Abbrederis (FA),3.7,0.0%,2017,5
Doug Baldwin (FA),3.7,0.0%,2017,5
Paul Richardson Jr. (FA),3.5,0.0%,2017,5
Seth Roberts (FA),3.4,0.0%,2017,5
Martavis Bryant (FA),3.4,0.0%,2017,5
Eric Decker (FA),3.4,0.6%,2017,5
Kasen Williams (FA),3.3,0.0%,2017,5
Tyler Lockett (SEA),3.3,46.2%,2017,5
Donte Moncrief (FA),3.2,0.0%,2017,5
Travis Benjamin (FA),3.2,0.0%,2017,5
Brandon LaFell (FA),3.2,0.0%,2017,5
Rishard Matthews (FA),3.1,0.0%,2017,5
Alshon Jeffery (FA),3.1,0.0%,2017,5
Bruce Ellington (FA),3.0,0.0%,2017,5
Randall Cobb (FA),2.9,0.0%,2017,5
Bryce Treggs (FA),2.8,0.0%,2017,5
Tyrell Williams (FA),2.2,0.0%,2017,5
Kamar Aiken (FA),2.2,0.0%,2017,5
Pharoh Cooper (FA),2.2,0.0%,2017,5
Allen Hurns (FA),2.1,0.0%,2017,5
Michael Floyd (FA),1.9,0.0%,2017,5
Chris Thompson (FA),1.9,0.0%,2017,5
Tre McBride III (FA),1.8,0.0%,2017,5
Albert Wilson (FA),1.8,0.0%,2017,5
Demarcus Robinson (LAR),1.6,26.0%,2017,5
Robbie Chosen (FA),1.6,0.0%,2017,5
Breshad Perriman (FA),1.5,0.0%,2017,5
Brandon Marshall (FA),1.5,2.6%,2017,5
Russell Shepard (FA),1.5,0.0%,2017,5
Terrance Williams (FA),1.4,0.0%,2017,5
Kenny Stills (FA),1.3,0.0%,2017,5
ArDarius Stewart (FA),1.2,0.0%,2017,5
T.J. Jones (FA),1.2,0.0%,2017,5
Sterling Shepard (TB),0.9,6.4%,2017,5
Zay Jones (ARI),0.9,1.8%,2017,5
Markus Wheaton (FA),0.9,0.0%,2017,5
Michael Campanaro (FA),0.8,0.0%,2017,5
Chris Godwin (TB),0.8,36.7%,2017,5
Amari Cooper (BUF),0.8,79.7%,2017,5
Rashard Higgins (FA),0.7,0.0%,2017,5
Alex Erickson (FA),0.6,0.0%,2017,5
DeVante Parker (FA),0.6,0.0%,2017,5
Tyler Boyd (TEN),0.6,3.1%,2017,5
Justin Hunter (FA),0.6,0.0%,2017,5
Trent Taylor (SF),0.6,0.0%,2017,5
Marcus Johnson (FA),0.6,0.0%,2017,5
Aldrick Robinson (FA),0.5,0.0%,2017,5
Taywan Taylor (FA),0.5,0.0%,2017,5
Stefon Diggs (HOU),0.4,37.5%,2017,5
Max McCaffrey (FA),0.4,0.0%,2017,5
Keelan Cole Sr. (FA),0.4,0.0%,2017,5
Sammy Watkins (FA),0.0,0.0%,2017,5
Chris Matthews (FA),0.0,0.0%,2017,5
Ryan Davis (FA),0.0,0.0%,2017,5
Brittan Golden (FA),0.0,0.0%,2017,5
Andre Holmes (FA),0.0,0.0%,2017,5
Jarius Wright (FA),0.0,0.0%,2017,5
Josh Bellamy (FA),0.0,0.0%,2017,5
Deonte Thompson (FA),0.0,0.0%,2017,5
Dontrelle Inman (FA),0.0,0.0%,2017,5
Bernard Reedy (FA),0.0,0.0%,2017,5
Jeff Janis (FA),0.0,0.0%,2017,5
James Wright (FA),0.0,0.0%,2017,5
Matthew Slater (FA),0.0,0.0%,2017,5
Darrius Heyward-Bey (FA),0.0,0.0%,2017,5
Eric Weems (FA),0.0,0.0%,2017,5
Dwayne Harris (FA),0.0,0.0%,2017,5
Arrelious Benn (FA),0.0,0.0%,2017,5
Victor Bolden Jr. (FA),0.0,0.0%,2017,5
Ryan Switzer (FA),0.0,0.0%,2017,5
Jamal Agnew (FA),0.0,0.0%,2017,5
Laquon Treadwell (IND),0.0,0.0%,2017,5
Sammie Coates (FA),0.0,0.0%,2017,5
Phillip Dorsett II (ATL),0.0,0.0%,2017,5
Kaelin Clay (FA),0.0,0.0%,2017,5
Quan Bray (FA),0.0,0.0%,2017,5
Mack Hollins (BUF),0.0,0.8%,2017,5
Josh Reynolds (JAC),0.0,4.4%,2017,5
Krishawn Hogan (FA),0.0,0.0%,2017,5
Chad Hansen (FA),0.0,0.0%,2017,5
Curtis Samuel (BUF),0.0,10.4%,2017,5
Amara Darboh (FA),0.0,0.0%,2017,5
Johnny Holton (FA),0.0,0.0%,2017,5
Trevor Davis (FA),0.0,0.0%,2017,5
Leonte Carroo (FA),0.0,0.0%,2017,5
Cody Core (FA),0.0,0.0%,2017,5
Geronimo Allison (FA),0.0,0.0%,2017,5
Jakeem Grant Sr. (FA),-0.1,0.0%,2017,5
Tanner McEvoy (FA),-2.0,0.0%,2017,5
Antonio Brown (FA),21.5,1.3%,2017,6
Larry Fitzgerald (FA),17.8,0.2%,2017,6
Golden Tate (FA),15.6,0.0%,2017,6
Marvin Jones Jr. (FA),15.6,0.0%,2017,6
Mike Evans (TB),15.5,98.6%,2017,6
Ted Ginn Jr. (FA),12.9,0.0%,2017,6
Aldrick Robinson (FA),12.6,0.0%,2017,6
John Brown (FA),12.3,0.0%,2017,6
Jarvis Landry (FA),12.2,7.1%,2017,6
William Fuller V (FA),12.2,0.0%,2017,6
Jeremy Kerley (FA),12.1,0.0%,2017,6
De'Anthony Thomas (FA),12.1,0.0%,2017,6
Taywan Taylor (FA),12.1,0.0%,2017,6
Nelson Agholor (BAL),11.5,0.4%,2017,6
Davante Adams (NYJ),11.4,98.9%,2017,6
Demaryius Thomas (FA),11.3,0.1%,2017,6
Michael Crabtree (FA),11.2,0.0%,2017,6
Kenny Stills (FA),10.9,0.0%,2017,6
Marvin Hall (FA),10.0,0.0%,2017,6
Marqise Lee (FA),10.0,0.0%,2017,6
Kelvin Benjamin (FA),9.9,0.1%,2017,6
DeSean Jackson (FA),9.8,0.6%,2017,6
Adam Thielen (CAR),9.6,70.1%,2017,6
Brandin Cooks (DAL),9.3,25.4%,2017,6
Eric Decker (FA),8.8,0.6%,2017,6
DeAndre Hopkins (KC),7.9,81.1%,2017,6
Jermaine Kearse (FA),7.9,0.0%,2017,6
Robbie Chosen (FA),7.6,0.0%,2017,6
Emmanuel Sanders (FA),7.6,0.0%,2017,6
Julio Jones (FA),7.2,0.3%,2017,6
Alshon Jeffery (FA),7.1,0.0%,2017,6
Josh Doctson (FA),7.1,0.0%,2017,6
Rishard Matthews (FA),6.9,0.0%,2017,6
Donte Moncrief (FA),6.7,0.0%,2017,6
Jordy Nelson (FA),6.0,0.1%,2017,6
Braxton Miller (FA),5.5,0.0%,2017,6
Pierre Garcon (FA),5.5,0.0%,2017,6
Laquon Treadwell (IND),5.1,0.0%,2017,6
Adam Humphries (FA),5.1,0.0%,2017,6
Robert Woods (HOU),5.0,0.7%,2017,6
Keenan Allen (CHI),4.5,84.6%,2017,6
Chris Moore (WAS),4.4,0.0%,2017,6
Kasen Williams (FA),4.1,0.0%,2017,6
Danny Amendola (FA),4.0,0.0%,2017,6
Taylor Gabriel (FA),3.9,0.1%,2017,6
Ryan Grant (FA),3.9,0.0%,2017,6
Mack Hollins (BUF),3.8,0.8%,2017,6
Allen Hurns (FA),3.7,0.0%,2017,6
Kendall Wright (FA),3.6,0.0%,2017,6
Devin Funchess (FA),3.6,0.0%,2017,6
Cooper Kupp (LAR),3.5,96.0%,2017,6
Seth Roberts (FA),3.5,0.0%,2017,6
Justin Hardy (FA),3.4,0.0%,2017,6
T.J. Jones (FA),3.3,0.0%,2017,6
Marquise Goodwin (FA),3.2,0.0%,2017,6
JuJu Smith-Schuster (KC),3.2,3.8%,2017,6
Mike Wallace (FA),3.0,0.0%,2017,6
Jaron Brown (FA),3.0,0.0%,2017,6
Randall Cobb (FA),2.8,0.0%,2017,6
Amari Cooper (BUF),2.8,79.7%,2017,6
Martavis Bryant (FA),2.7,0.0%,2017,6
Jordan Taylor (FA),2.6,0.0%,2017,6
Jamison Crowder (WAS),2.6,0.1%,2017,6
Ricardo Louis (FA),2.5,0.0%,2017,6
Tyreek Hill (MIA),2.5,99.2%,2017,6
Michael Campanaro (FA),2.4,0.0%,2017,6
Terrelle Pryor Sr. (FA),2.3,0.0%,2017,6
Brandon Coleman (FA),2.3,0.0%,2017,6
Bruce Ellington (FA),2.2,0.0%,2017,6
Bennie Fowler III (FA),2.1,0.0%,2017,6
Kamar Aiken (FA),2.1,0.0%,2017,6
Bryce Treggs (FA),2.0,0.0%,2017,6
T.Y. Hilton (FA),1.9,1.6%,2017,6
Chris Hogan (FA),1.9,0.0%,2017,6
J.J. Nelson (FA),1.6,0.0%,2017,6
Demarcus Robinson (LAR),1.6,26.0%,2017,6
Marcus Johnson (FA),1.6,0.0%,2017,6
Mike Williams (PIT),1.5,13.6%,2017,6
Roger Lewis (FA),1.5,0.0%,2017,6
Rashard Higgins (FA),1.3,0.0%,2017,6
Russell Shepard (FA),1.2,0.0%,2017,6
Michael Thomas (FA),1.1,0.7%,2017,6
Sammie Coates (FA),1.1,0.0%,2017,6
Trent Taylor (SF),1.1,0.0%,2017,6
Willie Snead IV (FA),1.1,0.0%,2017,6
Sammy Watkins (FA),1.1,0.0%,2017,6
Chris Godwin (TB),0.9,36.7%,2017,6
ArDarius Stewart (FA),0.8,0.0%,2017,6
Curtis Samuel (BUF),0.8,10.4%,2017,6
Tyrell Williams (FA),0.7,0.0%,2017,6
Tavarres King (FA),0.7,0.0%,2017,6
Keelan Cole Sr. (FA),0.7,0.0%,2017,6
Geronimo Allison (FA),0.7,0.0%,2017,6
Jared Abbrederis (FA),0.7,0.0%,2017,6
Torrey Smith (FA),0.6,0.0%,2017,6
Chris Matthews (FA),0.5,0.0%,2017,6
Michael Floyd (FA),0.5,0.0%,2017,6
Bernard Reedy (FA),0.4,0.0%,2017,6
Jakeem Grant Sr. (FA),0.4,0.0%,2017,6
Tavon Austin (FA),0.0,0.1%,2017,6
Brittan Golden (FA),0.0,0.0%,2017,6
Jarius Wright (FA),0.0,0.0%,2017,6
Brian Quick (FA),0.0,0.0%,2017,6
Travis Benjamin (FA),0.0,0.0%,2017,6
Josh Bellamy (FA),0.0,0.0%,2017,6
Jeff Janis (FA),0.0,0.0%,2017,6
James Wright (FA),0.0,0.0%,2017,6
Matthew Slater (FA),0.0,0.0%,2017,6
Eric Weems (FA),0.0,0.0%,2017,6
Darrius Heyward-Bey (FA),0.0,0.0%,2017,6
Arrelious Benn (FA),0.0,0.0%,2017,6
Andre Roberts (FA),0.0,0.0%,2017,6
Victor Bolden Jr. (FA),0.0,0.0%,2017,6
Isaiah McKenzie (FA),0.0,0.0%,2017,6
Brendan Langley (FA),0.0,0.0%,2017,6
Tanner Gentry (FA),0.0,0.0%,2017,6
Jamal Agnew (FA),0.0,0.0%,2017,6
Justin Hardee Sr. (TEN),0.0,0.0%,2017,6
Chris Thompson (FA),0.0,0.0%,2017,6
Marcus Kemp (FA),0.0,0.0%,2017,6
Quan Bray (FA),0.0,0.0%,2017,6
Eli Rogers (FA),0.0,0.0%,2017,6
Breshad Perriman (FA),0.0,0.0%,2017,6
Ty Montgomery II (FA),0.0,0.0%,2017,6
Vince Mayle (FA),0.0,0.0%,2017,6
Phillip Dorsett II (ATL),0.0,0.0%,2017,6
Tre McBride III (FA),0.0,0.0%,2017,6
Stacy Coley (FA),0.0,0.0%,2017,6
Max McCaffrey (FA),0.0,0.0%,2017,6
Ed Eagan (FA),0.0,0.0%,2017,6
Jehu Chesson (FA),0.0,0.0%,2017,6
Travis Rudolph (FA),0.0,0.0%,2017,6
Josh Reynolds (JAC),0.0,4.4%,2017,6
Chad Hansen (FA),0.0,0.0%,2017,6
Johnny Holton (FA),0.0,0.0%,2017,6
Pharoh Cooper (FA),0.0,0.0%,2017,6
Leonte Carroo (FA),0.0,0.0%,2017,6
Chester Rogers (FA),0.0,0.0%,2017,6
Trevor Davis (FA),0.0,0.0%,2017,6
Mike Thomas (FA),0.0,0.0%,2017,6
Amari Cooper (BUF),33.0,79.7%,2017,7
Kenny Stills (FA),20.5,0.0%,2017,7
Tyreek Hill (MIA),19.2,99.2%,2017,7
Julio Jones (FA),15.9,0.3%,2017,7
Jarvis Landry (FA),15.3,7.1%,2017,7
Doug Baldwin (FA),15.2,0.0%,2017,7
Mike Evans (TB),14.8,98.6%,2017,7
Ted Ginn Jr. (FA),14.1,0.0%,2017,7
Brandin Cooks (DAL),12.5,25.4%,2017,7
Antonio Brown (FA),12.5,1.3%,2017,7
Mack Hollins (BUF),12.4,0.8%,2017,7
Dez Bryant (FA),12.3,2.6%,2017,7
Albert Wilson (FA),12.3,0.0%,2017,7
Paul Richardson Jr. (FA),12.1,0.0%,2017,7
Cooper Kupp (LAR),11.1,96.0%,2017,7
Deonte Thompson (FA),10.7,0.0%,2017,7
Travis Benjamin (FA),10.6,0.0%,2017,7
Nelson Agholor (BAL),10.5,0.4%,2017,7
Allen Hurns (FA),10.1,0.0%,2017,7
JuJu Smith-Schuster (KC),9.9,3.8%,2017,7
Robbie Chosen (FA),9.5,0.0%,2017,7
Chris Moore (WAS),9.1,0.0%,2017,7
Brandon Coleman (FA),9.1,0.0%,2017,7
Jermaine Kearse (FA),8.9,0.0%,2017,7
Brandon LaFell (FA),8.8,0.0%,2017,7
Michael Crabtree (FA),8.4,0.0%,2017,7
Michael Thomas (FA),8.2,0.7%,2017,7
Marquise Goodwin (FA),8.0,0.0%,2017,7
DeSean Jackson (FA),7.3,0.6%,2017,7
Marqise Lee (FA),7.2,0.0%,2017,7
Chris Hogan (FA),7.1,0.0%,2017,7
Demarcus Robinson (LAR),6.9,26.0%,2017,7
Mohamed Sanu Sr. (FA),6.5,0.0%,2017,7
Kelvin Benjamin (FA),6.5,0.1%,2017,7
Keelan Cole Sr. (FA),6.4,0.0%,2017,7
Robert Woods (HOU),6.3,0.7%,2017,7
Jarius Wright (FA),5.4,0.0%,2017,7
Michael Campanaro (FA),5.0,0.0%,2017,7
Pierre Garcon (FA),4.9,0.0%,2017,7
Bennie Fowler III (FA),4.5,0.0%,2017,7
Taywan Taylor (FA),4.5,0.0%,2017,7
Darrius Heyward-Bey (FA),4.4,0.0%,2017,7
Tyler Lockett (SEA),4.4,46.2%,2017,7
Tavon Austin (FA),4.2,0.1%,2017,7
Sammy Watkins (FA),4.2,0.0%,2017,7
A.J. Green (FA),4.1,0.6%,2017,7
Devin Funchess (FA),4.1,0.0%,2017,7
Adam Thielen (CAR),4.1,70.1%,2017,7
Keenan Allen (CHI),4.1,84.6%,2017,7
Rishard Matthews (FA),4.0,0.0%,2017,7
Josh Doctson (FA),3.9,0.0%,2017,7
J.J. Nelson (FA),3.9,0.0%,2017,7
Alshon Jeffery (FA),3.7,0.0%,2017,7
Jaron Brown (FA),3.7,0.0%,2017,7
Travis Rudolph (FA),3.2,0.0%,2017,7
Jamison Crowder (WAS),3.1,0.1%,2017,7
Donte Moncrief (FA),3.0,0.0%,2017,7
Larry Fitzgerald (FA),2.9,0.2%,2017,7
Amara Darboh (FA),2.9,0.0%,2017,7
Laquon Treadwell (IND),2.8,0.0%,2017,7
T.Y. Hilton (FA),2.7,1.6%,2017,7
Bryce Treggs (FA),2.5,0.0%,2017,7
Cole Beasley (FA),2.4,0.0%,2017,7
Griff Whalen (FA),2.3,0.0%,2017,7
Alex Erickson (FA),2.2,0.0%,2017,7
Justin Hardy (FA),2.1,0.0%,2017,7
Chester Rogers (FA),2.1,0.0%,2017,7
Ricardo Louis (FA),2.1,0.0%,2017,7
Leonte Carroo (FA),2.1,0.0%,2017,7
Brittan Golden (FA),2.0,0.0%,2017,7
Russell Shepard (FA),2.0,0.0%,2017,7
Curtis Samuel (BUF),2.0,10.4%,2017,7
Ryan Grant (FA),1.9,0.0%,2017,7
Trent Taylor (SF),1.9,0.0%,2017,7
Taylor Gabriel (FA),1.9,0.1%,2017,7
Danny Amendola (FA),1.7,0.0%,2017,7
Quan Bray (FA),1.7,0.0%,2017,7
Zay Jones (ARI),1.7,1.8%,2017,7
Seth Roberts (FA),1.5,0.0%,2017,7
Randall Cobb (FA),1.5,0.0%,2017,7
Aldrick Robinson (FA),1.5,0.0%,2017,7
Terrelle Pryor Sr. (FA),1.4,0.0%,2017,7
Geronimo Allison (FA),1.4,0.0%,2017,7
Jordy Nelson (FA),1.3,0.1%,2017,7
Davante Adams (NYJ),1.2,98.9%,2017,7
Roger Lewis (FA),1.2,0.0%,2017,7
Rashard Higgins (FA),1.1,0.0%,2017,7
Andre Holmes (FA),1.1,0.0%,2017,7
Tyrell Williams (FA),1.1,0.0%,2017,7
Eli Rogers (FA),1.0,0.0%,2017,7
Jordan Matthews (CAR),1.0,0.0%,2017,7
Bernard Reedy (FA),1.0,0.0%,2017,7
Mike Wallace (FA),0.9,0.0%,2017,7
Demaryius Thomas (FA),0.9,0.1%,2017,7
Tanner Gentry (FA),0.8,0.0%,2017,7
Kamar Aiken (FA),0.8,0.0%,2017,7
Jordan Taylor (FA),0.7,0.0%,2017,7
Kenny Britt (FA),0.7,0.0%,2017,7
John Brown (FA),0.6,0.0%,2017,7
Chris Godwin (TB),0.5,36.7%,2017,7
Ryan Switzer (FA),0.5,0.0%,2017,7
Martavis Bryant (FA),0.5,0.0%,2017,7
Eric Weems (FA),0.5,0.0%,2017,7
De'Anthony Thomas (FA),0.2,0.0%,2017,7
Brice Butler (FA),0.0,0.0%,2017,7
Terrance Williams (FA),0.0,0.0%,2017,7
Ryan Davis (FA),0.0,0.0%,2017,7
Brian Quick (FA),0.0,0.0%,2017,7
Josh Bellamy (FA),0.0,0.0%,2017,7
Jeff Janis (FA),0.0,0.0%,2017,7
James Wright (FA),0.0,0.0%,2017,7
Matthew Slater (FA),0.0,0.0%,2017,7
Brandon Tate (FA),0.0,0.0%,2017,7
Torrey Smith (FA),0.0,0.0%,2017,7
Kendall Wright (FA),0.0,0.0%,2017,7
Arrelious Benn (FA),0.0,0.0%,2017,7
Eric Decker (FA),0.0,0.6%,2017,7
Andre Roberts (FA),0.0,0.0%,2017,7
Justin Hardee Sr. (TEN),0.0,0.0%,2017,7
Brendan Langley (FA),0.0,0.0%,2017,7
Kendrick Bourne (NE),0.0,2.0%,2017,7
Josh Malone (FA),0.0,0.0%,2017,7
Pharoh Cooper (FA),0.0,0.0%,2017,7
Sammie Coates (FA),0.0,0.0%,2017,7
Ty Montgomery II (FA),0.0,0.0%,2017,7
Vince Mayle (FA),0.0,0.0%,2017,7
Phillip Dorsett II (ATL),0.0,0.0%,2017,7
Tre McBride III (FA),0.0,0.0%,2017,7
Kasen Williams (FA),0.0,0.0%,2017,7
Tommylee Lewis (FA),0.0,0.0%,2017,7
Tanner McEvoy (FA),0.0,0.0%,2017,7
Ed Eagan (FA),0.0,0.0%,2017,7
Jaydon Mickens (FA),0.0,0.0%,2017,7
Noah Brown (WAS),0.0,3.7%,2017,7
Jehu Chesson (FA),0.0,0.0%,2017,7
Josh Reynolds (JAC),0.0,4.4%,2017,7
Stacy Coley (FA),0.0,0.0%,2017,7
Mike Williams (PIT),0.0,13.6%,2017,7
ArDarius Stewart (FA),0.0,0.0%,2017,7
Chad Hansen (FA),0.0,0.0%,2017,7
Johnny Holton (FA),0.0,0.0%,2017,7
Marcus Johnson (FA),0.0,0.0%,2017,7
Hunter Sharp (FA),0.0,0.0%,2017,7
Jakeem Grant Sr. (FA),0.0,0.0%,2017,7
Cody Core (FA),0.0,0.0%,2017,7
Trevor Davis (FA),0.0,0.0%,2017,7
Jeremy Kerley (FA),-0.3,0.0%,2017,7
Tavarres King (FA),-0.7,0.0%,2017,7
Adam Humphries (FA),-0.7,0.0%,2017,7
DeAndre Hopkins (KC),28.4,81.1%,2017,8
JuJu Smith-Schuster (KC),25.3,3.8%,2017,8
William Fuller V (FA),24.5,0.0%,2017,8
Paul Richardson Jr. (FA),22.5,0.0%,2017,8
Robbie Chosen (FA),16.5,0.0%,2017,8
Adam Thielen (CAR),15.8,70.1%,2017,8
Alshon Jeffery (FA),14.2,0.0%,2017,8
Travis Benjamin (FA),13.8,0.0%,2017,8
Jamison Crowder (WAS),13.5,0.1%,2017,8
Mohamed Sanu Sr. (FA),13.4,0.0%,2017,8
Marvin Jones Jr. (FA),12.8,0.0%,2017,8
Tyler Lockett (SEA),11.9,46.2%,2017,8
Jeremy Maclin (FA),11.3,0.0%,2017,8
Andre Holmes (FA),11.1,0.0%,2017,8
Kelvin Benjamin (FA),9.9,0.1%,2017,8
Josh Malone (FA),9.5,0.0%,2017,8
Tre McBride III (FA),9.2,0.0%,2017,8
T.J. Jones (FA),8.8,0.0%,2017,8
A.J. Green (FA),8.7,0.6%,2017,8
